#       RA           DEC
      147.455     -52.7650
      152.216     -54.6630
      157.415     -56.3588
      163.060     -57.8200
      169.135     -59.0128
      175.586     -59.9050
      182.326     -60.4691
      189.228     -60.6860
      196.147     -60.5479
      202.935     -60.0598
      209.460     -59.2385
      215.624     -58.1099
      221.367     -56.7055
      226.665     -55.0590
      231.522     -53.2034
      235.960     -51.1689
      240.011     -48.9830
      243.716     -46.6691
      247.111     -44.2471
      250.236     -41.7343
      253.124     -39.1448
      255.807     -36.4907
      258.308     -33.7865
      260.661     -31.0317
      262.883     -28.2379
      264.993     -25.4114
      267.009     -22.5575
      268.944     -19.6807
      270.813     -16.7852
      272.627     -13.8746
      274.399     -10.9522
      276.138     -8.02096
      277.855     -5.08371
      279.557     -2.14323
      281.256     0.797966
      282.958      3.73724
      284.675      6.67197
      286.414      9.59948
      288.186      12.5169
      290.000      15.4212
      291.868      18.3091
      293.801      21.1769
      295.812      24.0206
      297.917      26.8354
      300.130      29.6161
      302.470      32.3566
      304.958      35.0497
      307.616      37.6870
      310.470      40.2586
      313.548      42.7530
      316.883      45.1564
      320.506      47.4526
      324.454      49.6224
      328.758      51.6439
      333.448      53.4916
      338.543      55.1375
      344.045      56.5512
      349.935      57.7019
      356.161      58.5603
      2.64178      59.1019
      9.26578      59.3097
      15.9044      59.1769
      22.4271      58.7078
      28.7176      57.9175
      34.6868      56.8289
      40.2774      55.4705
      50.2338      52.0705
      54.6216      50.0854
      58.6455      47.9465
      62.3381      45.6767
      65.7337      43.2956
      68.8663      40.8201
      71.7676      38.2646
      74.4668      35.6410
      76.9903      32.9595
      79.3616      30.2289
      81.6015      27.4566
      83.7286      24.6488
      85.7594      21.8112
      87.7088      18.9484
      89.5900      16.0646
      91.4151      13.1637
      93.1953      10.2489
      94.9409      7.32335
      96.6616      4.38998
      98.3666      1.45148
      100.065     -1.48950
      101.766     -4.43037
      103.479     -7.36855
      105.212     -10.3014
      106.976     -13.2260
      108.780     -16.1395
      113.437     -19.3704
      115.415     -22.2193
      117.478     -25.0407
      119.642     -27.8294
      121.925     -30.5798
      124.344     -33.2850
      126.921     -35.9374
      129.680     -38.5276
      132.647     -41.0451
      135.850     -43.4770
      139.322     -45.8086
      143.093     -48.0222
      147.197     -50.0977
      151.661     -52.0117
      156.508     -53.7382
      161.747     -55.2486
      167.368     -56.5133
      173.336     -57.5033
      179.587     -58.1926
      186.028     -58.5613
      192.544     -58.5980
      199.012     -58.3015
      205.313     -57.6811
      211.350     -56.7551
      217.051     -55.5482
      222.376     -54.0892
      227.276     -52.4198
      231.826     -50.5458
      236.009     -48.5047
      239.852     -46.3204
      243.389     -44.0139
      246.650     -41.6033
      249.668     -39.1040
      252.471     -36.5292
      255.088     -33.8900
      257.541     -31.1960
      259.852     -28.4553
      262.042     -25.6747
      264.127     -22.8602
      266.122     -20.0171
      268.042     -17.1499
      269.899     -14.2625
      271.705     -11.3587
      273.470     -8.44166
      275.204     -5.51434
      276.917     -2.57964
      278.618     0.359772
      280.316      3.30132
      282.020      6.24235
      283.739      9.18029
      285.482      12.1124
      287.260      15.0359
      289.082      17.9477
      290.961      20.8445
      292.910      23.7226
      294.941      26.5778
      297.071      29.4055
      299.317      32.2002
      301.700      34.9555
      304.243      37.6641
      306.971      40.3170
      309.915      42.9038
      313.107      45.4121
      316.585      47.8267
      320.388      50.1299
      324.560      52.3003
      329.139      54.3130
      334.162      56.1392
      339.649      57.7466
      345.600      59.1004
      351.933      60.1590
      358.670      60.9063
      5.65282      61.3079
      12.7337      61.3494
      19.7523      61.0291
      26.5571      60.3588
      33.0255      59.3618
      39.0756      58.0687
      44.6660      56.5144
      49.7899      54.7337
      54.4648      52.7596
      58.7230      50.6217
      62.6044      48.3459
      66.1507      45.9542
      69.4026      43.4653
      72.3980      40.8946
      75.1711      38.2553
      77.7524      35.5583
      80.1687      32.8126
      82.4435      30.0261
      84.5977      27.2052
      86.6494      24.3556
      88.6146      21.4822
      90.5078      18.5892
      92.3419      15.6804
      94.1285      12.7592
      95.8785      9.82871
      97.6019      6.89184
      99.3082      3.95124
      101.007      1.00961
      102.706     -1.93051
      104.416     -4.86646
      106.145     -7.79562
      107.902     -10.7152
      109.698     -13.6222
      111.867     -18.3075
      113.800     -21.1753
      115.811     -24.0190
      117.915     -26.8338
      120.129     -29.6146
      122.469     -32.3551
      124.957     -35.0482
      127.614     -37.6855
      130.468     -40.2572
      133.547     -42.7517
      136.881     -45.1551
      140.504     -47.4513
      144.451     -49.6212
      148.756     -51.6428
      153.445     -53.4906
      158.540     -55.1366
      164.042     -56.5505
      169.932     -57.7014
      176.158     -58.5600
      182.638     -59.1017
      189.262     -59.3097
      195.901     -59.1770
      202.423     -58.7082
      208.714     -57.9180
      214.684     -56.8295
      220.274     -55.4714
      230.231     -52.0718
      234.619     -50.0868
      238.643     -47.9480
      242.336     -45.6782
      245.731     -43.2973
      248.864     -40.8219
      251.766     -38.2663
      254.465     -35.6428
      256.989     -32.9613
      259.360     -30.2308
      261.600     -27.4585
      263.727     -24.6508
      265.758     -21.8131
      267.707     -18.9503
      269.589     -16.0666
      271.414     -13.1656
      273.194     -10.2509
      274.940     -7.32536
      276.660     -4.39199
      278.365     -1.45351
      280.064      1.48748
      281.765      4.42836
      283.478      7.36655
      285.211      10.2994
      286.974      13.2240
      288.778      16.1375
      290.634      19.0367
      292.554      21.9180
      294.550      24.7774
      296.637      27.6105
      298.833      30.4120
      301.155      33.1761
      303.625      35.8958
      306.266      38.5628
      309.106      41.1676
      312.176      43.6985
      315.508      46.1419
      319.140      48.4813
      323.112      50.6975
      327.461      52.7677
      332.223      54.6654
      337.422      56.3609
      343.068      57.8218
      349.143      59.0142
      355.583      59.9047
      2.32217      60.4690
      9.22460      60.6860
      16.1439      60.5481
      22.9314      60.0602
      29.4564      59.2390
      35.6207      58.1105
      41.3643      56.7063
      46.6630      55.0599
      51.5199      53.2043
      55.9577      51.1700
      60.0096      48.9841
      63.7138      46.6702
      67.1095      44.2484
      70.2341      41.7356
      73.1223      39.1461
      75.8052      36.4920
      78.3109      33.7833
      80.6638      31.0283
      82.8857      28.2346
      84.9958      25.4080
      87.0109      22.5540
      88.9461      19.6773
      90.8149      16.7817
      92.6295      13.8711
      94.4012      10.9487
      96.1403      8.01741
      97.8566      5.08018
      99.5593      2.13967
      101.258    -0.801529
      102.961     -3.74078
      104.677     -6.67551
      106.416     -9.60302
      108.188     -12.5204
      110.002     -15.4247
      114.650     -18.6084
      116.639     -21.4426
      118.716     -24.2469
      120.894     -27.0162
      123.191     -29.7444
      125.624     -32.4247
      128.213     -35.0492
      130.982     -37.6087
      133.955     -40.0921
      137.158     -42.4869
      140.620     -44.7783
      144.369     -46.9490
